,col,row
779,40,38
780,41,38
781,42,38
782,43,38
783,34,39
784,35,39
785,36,39
786,37,39
787,38,39
788,39,39
789,40,39
790,41,39
791,35,40
792,36,40
793,37,40
794,38,40
795,39,40
796,40,40
797,35,41
798,36,41
799,37,41
800,38,41
801,39,41
802,37,42
803,38,42
